id:ID	name	description
UNII:LIA7Z4002P	NADROPARIN CALCIUM	"A heparin fraction with a mean molecular weight of 4500 daltons. It is isolated from porcine mucosal heparin and used as an antithrombotic agent. (From Merck Index, 11th ed); A low molecular weight heparin (LMWH) composed of a heterogeneous mixture of sulfated polysaccharide glycosaminoglycan chains obtained by depolymerisation of porcine mucosal sodium heparin, extraction/purification and conversion to the calcium salt. Nadroparin binds to antithrombin III (ATIII) and inhibits the activity of activated factor X (factor Xa), thereby inhibiting the final common pathway of the coagulation cascade and preventing the formation of a cross-linked fibrin clot.; A low molecular weight heparin (LMWH) composed of a heterogeneous mixture of sulfated polysaccharide glycosaminoglycan chains obtained by depolymerisation of porcine mucosal sodium heparin, extraction/purification and conversion to the calcium salt. Nadroparin binds to antithrombin III (ATIII) and inhibits the activity of activated factor X (factor Xa), thereby inhibiting the final common pathway of the coagulation cascade and preventing the formation of a cross-linked fibrin clot. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C61320"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C61320"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
UNII:M316WT19D8	PARNAPARIN	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Parnaparin is an heparin of low molecular weight with antithrombotic effects.
UNII:5R0L1D739E	REVIPARIN	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Reviparin is a low molecular weight heparin which seems to have a better safety profile than unfractionated heparin.[A32019] It is prepared from porcine intestinal mucosa by nitrous acid depolymerization. Reviparin has a molecular weight of 3.9 kDa.[A32021] It was developed by Abbott laboratories and in 2009, reviparin presented an orphan drug designation by the FDA.[L1469]
UNII:BI6GY4U9CW	DANAPAROID	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Danaparoid is a low-molecular-weight heparinoid with an average molecular weight of 5500 Daltons consisting of a mixture of glycosaminoglycans [A32565]. The active constituents are heparan, dermatan and [DB09301] [T28], and they are isolated from the porcine intestinal mucosa [FDA Label]. Danaparoid possesses a potent antithrombic activity that works by inhibiting activated factor X (Factor Xa) and activated factor II (Factor IIa). It is chemically distinct from heparin by containing different protein binding properties, thus has lower cross-reactivity in heparin-intolerant patients. Danaproid is used in the treatment of heparin-induced thrombocytopenia (HIT) as an off-label indication and prevention of post-operative deep venous thrombosis (DVT). While it was initially approved by the FDA as Orgaran™, danaparoid was withdrawn by Organon International on August 14, 2002, due to a shortage in drug substance by the manufacturer. The use of Orgaran™ was discontinued in the United States however it is available in several other countries including European countries and Japan. Danaparoid sodium is the common salt form in therapeutic preparations and is typically administered subcutaneously.
CHEBI:229469	N(6),2'-O-dimethyladenosine	A methyladenosine compound in which two methyl groups are attached to N(6) of the adenine nucleobase and O(2) of the sugar.
UMLS:C3653127	heparin, combinations	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
UMLS:C3653817	Platelet aggregation inhibitors excl. heparin	UMLS Semantic Type: STY:T121
CHEBI:135383	ditazole	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Ditazole is a non-steroidal anti-inflammatory drug (NSAID). Ditazole's analgesic and antipyretic effects are similar to phenylbutazone. Additionally, ditazole is a platelet aggregation inhibitor marketed in Spain and Portugal with trade name Ageroplas.
CHEBI:135628	cloricromen	CLORICROMEN; FULL_MW:395.88; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:93175	4-methoxy-N1,N3-bis(3-pyridinylmethyl)benzene-1,3-dicarboxamide	PICOTAMIDE; FULL_MW:376.42; MAX_FDA_APPROVAL_PHASE: 4.0
CHEBI:3759	clopidogrel sulfate	"A thienopyridine with antiplatelet activity. Clopidogrel bisulfate irreversibly alters the platelet receptor for adenosine diphosphate (ADP), thereby blocking the binding of ADP to its receptor, inhibiting ADP-mediated activation of the glycoprotein complex GPIIb/IIIa, and inhibiting fibrinogen binding to platelets and platelet adhesion and aggregation. (NCI04); A thienopyridine with antiplatelet activity. Clopidogrel bisulfate irreversibly alters the platelet receptor for adenosine diphosphate (ADP), thereby blocking the binding of ADP to its receptor, inhibiting ADP-mediated activation of the glycoprotein complex GPIIb/IIIa, and inhibiting fibrinogen binding to platelets and platelet adhesion and aggregation. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C2673"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2673"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:9588	ticlopidine	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Ticlopidine is an effective inhibitor of platelet aggregation. It is a prodrug that is metabolised to an active form, which blocks the ADP receptor that is involved in GPIIb/IIIa receptor activation leading to platelet aggregation. Ticlopidine is marketed under the brand name Ticlid and is indicated for patients who cannot take aspirin or in whom aspirin has not worked to prevent a thrombotic stroke. The FDA label includes a black-box warning of neutropenia, aplastic anemia, thrombotic thrombocytopenia purpura, and agranulocytosis, so it is necessary to monitor patients' WBC and platelets when they are taking ticlopidine.
CHEBI:4653	dipyridamole	"A phosphodiesterase inhibitor that blocks uptake and metabolism of adenosine by erythrocytes and vascular endothelial cells. Dipyridamole also potentiates the antiaggregating action of prostacyclin. (From AMA Drug Evaluations Annual, 1994, p752); A synthetic agent derivative of pyrimido-pyrimidine, with antiplatelet properties. Dipyridamole inhibits adenosine uptake by platelets and endothelial cells, triggering an accumulation of cyclic adenosine monophosphate (cAMP), and inhibiting the stimulation of platelet aggregation by agents such as platelet activating factor and collagen. (NCI04); A synthetic agent derivative of pyrimido-pyrimidine, with antiplatelet properties. Dipyridamole inhibits adenosine uptake by platelets and endothelial cells, triggering an accumulation of cyclic adenosine monophosphate (cAMP), and inhibiting the stimulation of platelet aggregation by agents such as platelet activating factor and collagen. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C445"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C445"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
UNII:N667F17JP1	CARBASPIRIN CALCIUM	CARBASPIRIN CALCIUM; FULL_MW:458.44; MAX_FDA_APPROVAL_PHASE: -1.0
CHEBI:15552	prostaglandin I2	Prostaglandin I2 or prostacyclin (or PGI2) is a member of the family of lipid molecules known as eicosanoids. It is produced in endothelial cells from prostaglandin H2 (PGH2) by the action of the enzyme prostacyclin synthase. It is a powerful vasodilator and inhibits platelet aggregation. Prostaglandin I2 is the main prostaglandin synthesized by the blood vessel wall. This suggests that it may play an important role in limiting platelet-mediated thrombosis. In particular, prostacyclin (PGI2) chiefly prevents formation of the platelet plug involved in primary hemostasis (a part of blood clot formation). The sodium salt (known as epoprostenol) has been used to treat primary pulmonary hypertension. Prostacyclin (PGI2) is released by healthy endothelial cells and performs its function through a paracrine signaling cascade that involves G protein-coupled receptors on nearby platelets and endothelial cells. The platelet Gs protein-coupled receptor (prostacyclin receptor) is activated when it binds to PGI2. This activation, in turn, signals adenylyl cyclase to produce cAMP. cAMP goes on to inhibit any undue platelet activation (in order to promote circulation) and also counteracts any increase in cytosolic calcium levels which would result from thromboxane A2 (TXA2) binding (leading to platelet activation and subsequent coagulation). PGI2 also binds to endothelial prostacyclin receptors and in the same manner raise cAMP levels in the cytosol. This cAMP then goes on to activate protein kinase A (PKA). PKA then continues the cascade by inhibiting myosin light-chain kinase which leads to smooth muscle relaxation and vasodilation. Notably, PGI2 and TXA2 work as antagonists. PGI2 is stable in basic buffers (pH=8), but it is rapidly hydrolyzed to 6-keto PGF1alpha in neutral or acidic solutions. The half-life is short both in vivo and in vitro, ranging from 30 seconds to a few minutes. PGI2 is administered by continuous infusion in humans for the treatment of idiopathic pulmonary hypertension.Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs), and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes), and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signalling pathways.
